Character	Number	Chinese etymology	MC description	ZIHUI	Beijing	Jinan	Xi'an	Taiyuan	Hankou	Chengdu	Yangzhou	Suzhou	Wenzhou	Changsha	Shuangfeng	Nanchang	Meixian	Guangzhou	Xiamen	Chaozhou	Fuzhou	Shanghai	Zhongyuan yinyun
瑽	1480	Chinese etymology	臻開三入質幫	4581 0534	pi 2	pei 2	pi 2	piǝʔ 41	pi 12	pi 12	piǝʔ 4	piôʔ 41	pi 41	pi 4	pi 12	pit 41	pit 41	pit 41	pit 41	pik 41	peiʔ 41	pîʔ 4	
璅	1481	Chinese etymology	宕合三平陽溪	4590 2386	khuaŋ 11	khuaŋ 11	khuaŋ 11	khua_̃ 1	ćhiaŋ 11	khuaŋ 11	khuaŋ 11	khua_ŋ 11	ćhyɔ 11	khuan 11	khaŋ 11	khuɔŋ 11	khiɔŋ 11	hɔŋ 11	khîŋ 11	kheŋ 11	khuɔŋ 11	khua_̃ 1	khuaŋ 1
璈	1482	Chinese etymology	通合一平東定	4592 2625	thuŋ 2	thuŋ 2	thoŋ 2	thuŋ 2	thoŋ 2	thoŋ 12	thɔuŋ 2	doŋ 12	doŋ 12	toŋ 12	daŋ 12; dǝn 12	thuŋ 12	thuŋ 12	thuŋ 12	tɔŋ 12	toŋ 12	töyŋ 12	toŋ 32	thuŋ 12
璁	1483	Chinese etymology	咸開一入合端	4594 0032	ta 12	ta 11	ta 11	taʔ 41	ta 12	ta 12	taʔ 4	taʔ 41	tö 41	ta 4	ta 12	tat 41	tap 41	tāp 43	tap 41	tap 41	taʔ 41	taʔ 4	
畾	1484	Chinese etymology	臻合三上準心	4587 2173	suǝn 2	śyẽ 2	suẽ 2	suŋ 2	sǝn 2	sǝn 2	suǝn 2	sǝn 2	śyoŋ 21	sǝn 2	suǝn 2	sun 2	sun 2	šö_n 21	sun 2	suŋ 21	suŋ 2	sǝŋ 3	syǝn 2
瑼	1485	Chinese etymology	臻開三平欣見	4585 2118	ćin 11	ćiẽ 11	ćiẽ 11	ćiŋ 1	ćin 11	ćin 11	ćĩ 11	ćin 11	ćiaŋ 11	ćin 11	ćin 11	ćin 11	kin 11	kan 11	kun 11	kɨŋ 11	kyŋ 11		
畾	1486	Chinese etymology	通合三入屋知	4591 0854	c̣u 12	c̣u 3	pfu 12	cuǝʔ 41	cou 12	cu 12	cɔʔ 4	coʔ 41	ćiu 41	c̣ôu 4	ćiû 12	cuk 41	cuk 41	čuk 41	tiɔk 41	tok 41	töyʔ 41	coʔ 4	čiu 42
瘥	1487	Chinese etymology	通合三入燭心	4725 0846	su 3	śy 11	śy 11	śyǝʔ 41	śiou 12	su 12	sɔʔ 4	soʔ 41	śyo 41	siôu 4	śiû 12	śiuk 41	siuk 41	šuk 41	chiɔk 41 (lit.); chîk 41 (lit.); siɔk 41	sok 41	söyʔ 41	soʔ 4	siu 42
翬	1488	Chinese etymology	通合三入屋章	4728 1522	c̣ou 11	c̣ou 11	pfu 11	cuǝʔ 41	cou 12	cu 12	cɔʔ 4	coʔ 41	ćiu 41	c̣ôu 4	ćiû 12	cuk 41	cuk 41	čuk 41	ciɔk 41	cok 42	cöyʔ 41	coʔ 4	čiou 42
罶	1489	Chinese etymology	效開二上巧見	4819 1447	ćiau 2	ćiɔ 2	ćiau 2	ćiau 2	ćiau 2	ćiau 2	ćiɔ 2	ćiä 2  (lit.); kä 2	kuɔ 21	ćiau 2	ćiǝ 2	kau 2	kau 2	kāu 21	kau 2  (lit.); ka 2	ka 21	kieu 2	ćiɔ 3	kau 2
膣	1490	Chinese etymology	山開四入屑見	4814 0343	ćie 12; ćie 11	ćie 11	ćie 11	ćiǝʔ 41	ćie 12	ćie 12	ćiǝʔ 4	ćiôʔ 41	ći 41	ćie 4	kiɛ 12	ćiɛt 41	kiat 41	kit 43	kiat 41 (lit.); kat 41	kak 41	kieʔ 41	ćîʔ 4	kie 42
瘜	1491	Chinese etymology	通合三平東日	4834 2679	ẓuŋ 12	luŋ 12	voŋ 12	zuŋ 1	ioŋ 12	zoŋ 12	lɔuŋ 12	ńioŋ 12	zoŋ 12	ioŋ 12	in 12	iuŋ 31	juŋ 12	juŋ 12	ʒiɔŋ 12	zoŋ 12	yŋ 12	ńioŋ 32	žiuŋ 12
瘣	1492	Chinese etymology	山合三入薛從	4815 0383	ćye 12	ćye 12	ćye 12	ćyǝʔ 42	ćye 12	ćye 12	ćyǝʔ 4	ziôʔ 42	ɦy 42	chie 4	cuɛ 12	ćyɔt 41	chiɛt 42	čyt 42	cuat 42 (lit.); ceʔ 42	coʔ 42	cuɔʔ 42	zîʔ 42	cye 41
緧	1493	Chinese etymology	止開三上紙精	4973 0408	ci_ 2	ci_ 2	ci_ 2	ci_ 2	ci_ 2	ci_ 2	ci_ 2	ci_ 2	ci_ 21	ci_ 2	ci_ 2	ci_ 2	ci_ 2	či 21	ci 2	ci 21	cie 2	ci_ 3	ci_ 2
瘨	1494	Chinese etymology	遇合三去御心	4825 0993	śy 3	śy 3	śy 3	śy 3	śy 3	suei 3	śy 3	si 11	si_ 31	si 31	śy 31	śy 31	si 3	šö_y 32	su 31	su 22	söy 31	sy 1	siu 3
翨	1495	Chinese etymology	止開三平之心	4828 0427	si_ 11	si_ 11	si_ 11	si_ 1	si_ 11	si_ 11	si_ 11	si_ 11	si_ 11	si_ 11	si_ 11	si_ 11	si_ 11	ši 11	si 11	si_ 11	si 11		si_ 1
皜	1496	Chinese etymology	宕開一入鐸來	4820 0266	luo 3	luǝ 3	luo 11	luǝʔ 41	no 12	no 12	lâʔ 4	loʔ 42	lo 42	no 4	nû 31	lɔk 41	lɔk 42	lɔk 43	lɔk 42	lok 42	louʔ 42		
皝	1497	Chinese etymology	A: 深開三入緝見; B: 深開三入緝見	A: 4822 0646; B: 4822 1177	A: ći 2; B: kei 2	A: ći 2; B: kei 12	A: ći 11; B: kei 2	A: kei 2; B: kei 2	A: ći 12; B: ći 12	A: ći 12; B: ći 12 (lit.); ke 12	A: kǝi 2; ćiɔʔ 4  (lit.); B: kǝi 2	A: ćiǝʔ 41; B: ćiôʔ 41	A: ćiai 41; B: ćiai 41	A: ći 4; B: ći 4	A: ći 12; B: ći 12	A: ći 2; B: kip 41	A: kip 41; B: kip 41	A: khap 41; B: khap 41	A: kip 41; B: kip 41	A: kip 41; B: kip 41	A: keiʔ 41; B: keiʔ 41	A: ćîʔ 4; B: ćîʔ 4	A: ki 42; B:
瑹	1498	Chinese etymology	山開三上獼襌	6365 1732	ṣan 3	ṣã 3	ṣã 3	sä̃ 3	san 3	san 3	śî̃ 3	zö 32	ɦi 22	ṣôn 31	ɣî̃ 32	sɛn 32	san 3	sin 32	sian 32	sieŋ 22	sieŋ 32	zö 32	šien 3
瞉	1499	Chinese etymology	宕開三平陽邪	5046 2345	śiaŋ 12	śiaŋ 12	śiaŋ 12	śia_̃ 1	śiaŋ 12	śiaŋ 12	śiâŋ 12	ziaŋ 12	ɦi 12	cian 12	ʒ́iaŋ 12	śiɔŋ 31	siɔŋ 12	čhö_ŋ 12	siɔŋ 12	siaŋ 12	suɔŋ 12		
�江開二平江溪	1500	Chinese etymology	5204 2337	ćhiaŋ 11	ćhiaŋ 11	ćhiaŋ 11	ćhia_̃ 1	ćhiaŋ 11	ćhiaŋ 11	ćhiâŋ 11	ćhiaŋ 11	ćhi 11	ćhian 11	ćhiaŋ 11	ćhiɔŋ 11	khiɔŋ 11	hɔŋ 11	khiɔŋ 11 (lit.); khiaŋ 11; khiũ 11	khiẽ 11	khyɔŋ 11	ćhiã 1	khiaŋ 1	2744
�遇合三上噳非	1501	Chinese etymology	5202 0775	fu 2	fu 2	fu 2	fu 2	fu 2	fu 2	fu 2	fu 2	fu 21	fu 2	xǝu 2	фu 2	fu 2	fu 21	hu 2  (lit.)	hu 21	xu 2			2746
�臻開三上軫襌	1502	Chinese etymology	5200 2079	ṣǝn 3	ṣẽ 3	ṣẽ 3	sǝŋ 3	sǝn 3	sǝn 3	sǝn 3	zǝn 32	zaŋ 22	ṣǝn 31	ɣin 32	sǝn 32	sǝn 3	šan 22	sin 32	sieŋ 22	seiŋ 32	zǝŋ 32	šiǝn 3	2747
�宕開三去漾知	1503	Chinese etymology	5187 2274	c̣aŋ 3	c̣aŋ 3	c̣aŋ 3	ca_̃ 3	caŋ 3	caŋ 3	câŋ 3	caŋ 31	ći 31	c̣an 31	taŋ 31	cɔŋ 31	cɔŋ 3	čö_ŋ 31	ciɔŋ 31	ciaŋ 31	tuɔŋ 31			2748
�止開三平支並	1504	Chinese etymology	5196 0553	phi 12	phi 12	phi 12	phi 1	phi 12	phi 12	phi 12	bi 12	bei 12	pi 12	bi 12	phi 12	phi 12	phei 12	pi 12	phi 12	pi 12	pi 32	phi 12	2750
�遇合三平魚書	1505	Chinese etymology	5289 0886	ṣu 11	ṣu 11	fu 11	su 1	śy 11	su 11	su 11	sü 11	si_ 11	śy 11	śy 11	śy 11	su 11	šy 11	su 11	su 11	chy 11	sü 1	šiu 1	2754
�梗開四平青並	1506	Chinese etymology	5493 2524	phiŋ 12	phiŋ 12	phiŋ 12	phiŋ 1	phin 12	phin 12	phĩ 12	bin 12	beŋ 12	pin 12	bin 12	phin 12	phin 12	phîŋ 12	phîŋ 12	phiẽ 12	piŋ 12	piŋ 32	phiǝŋ 12	2759
�假合二平麻匣	1507	Chinese etymology	5478 0128	xua 12	xua 12	xua 3	xua 1	xua 12	xua 12	xua 12	ɦo 12	ɦo 12	fa 12	ɣo 12	фua 31	fa 12	ua 12	ua 12	hua 12	xua 12	ɦo 32	xua 3	2764
�曾開三平蒸來	1508	Chinese etymology	5480 2549	liŋ 12	liŋ 12	liŋ 12	liŋ 1	nin 12	nin 12	lĩ 12	lin 12	leŋ 12	nin 12	nin 12	lin 31	lin 12	lîŋ 12	lîŋ 12	leŋ 12	liŋ 12			2765
�A: 宕開三入藥澄; B: 宕開三入藥澄; C: 遇合三去御知	1509	Chinese etymology	A: 4192 0289; B: 4192 1354; C: 5511 0859	A: c̣uo 12; B: c̣au 12; C: c̣u 3	A: c̣uǝ 12; B: c̣ɔ 12; C: c̣u 3	A: pfo 12; B: pfo 12; C: pfu 3	A: cǝʔ 42; caʔ 42; B: cǝʔ 42; caʔ 42; C: cu 3	A: co 12; B: co 12; C: ćy 3	A: co 12; B: co 12; C: cu 3	A: câʔ 4; B: câʔ 4; C: cu 3	A: za_ʔ 42; B: za_ʔ 42; C: cü 31	A: ʒ́ia 42; B: ʒ́ia 42; C: ci_ 31	A: c̣o 4; B: c̣o 4; C: ćy 31	A: tû 12; B: tû 12; C: ty 31	A: cɔk 41; B: chɔk 41; C: ćy 31	A: cɔk 41; B: ; C: cu 3	A: čö_k 42; B: čö_k 42; C: čy 31	A: tiɔk 41 (lit.); tioʔ 42; B: ; C: tu 31 (lit.); tiɔk 42 (lit.); tioʔ 42	A: tieʔ 42; B: tieʔ 41; C: tu 31	A: tyɔʔ 42; B: cuɔʔ 42; C: ty 31	A: zaʔ 42; B: zaʔ 42; C: cü 3	A: čio 41; B: čiau 41; C: čiu 3	2766
�臻合三上軫群	1510	Chinese etymology	5497 2204	ćyn 3	ćyẽ 11; ćyẽ 3	ćyẽ 3	ćyŋ 1	ćyn 3	ćyn 3	ćyĩ 3	ćyǝn 11	ʒ́yoŋ 22	ćyn 31 (lit.); ćyn 32	duǝn 32	ćhyn 32	khiun 2	khuan 21	kun 11	khuŋ 21	khyŋ 12	ćyiŋ 1		2770
�通合三入屋見	1511	Chinese etymology	5418 0965	ćy 12	ćy 11	ćy 11	ćyǝʔ 41	ćy 12	ćy 12; ćyu 12	ćiɔʔ 4	ćioʔ 41	ćiu 41	ćy 4	ćiû 12	ćiuk 41	khiuk 41	kuk 41	kiɔk 41 (lit.); kîk 41	kek 41	köyʔ 41	ćyîʔ 4	kiu 42	2773
�蟹開一去代清	1512	Chinese etymology	5475 1078	chai 3	chɛ 3	chɛ 3	chai 3	chai 3	chai 3	chɛ 3	che_ 31	che_ 31	chai 31	ćhie 31	chai 2	chɔi 3	čhɔi 31	chai 31	chai 31	chai 31	che_ 3	chai 3	2777
�遇合三平魚曉	1513	Chinese etymology	5711 0987	śy 11	śy 11	śy 11	śy 1	śy 11	śy 11	śy 11	śy 11	śy 11	śy 11	śy 11	śy 11	hi 11	hö_y 11	hu 11	hɨ 11	xy 11	śy 1	xiu 1	2781
�遇合三平虞知	1514	Chinese etymology	5753 0851	c̣u 11	c̣u 11	pfu 11	cu 1	ćy 11	cu 11	cu 11	cü 11	ci_ 11	ćy 11	ty 11	ćy 11	cu 11	čy 11	tu 11	cu 11	ty 11	ci_ 1	čiu 1	2786
�蟹開二平佳見	1515	Chinese etymology	5894 0341	ćie 11	ćiä 11	ćie 11	ćiɛ 1	kai 11	kai 11	kɛ 11; ćiɛ 11 (lit.)	ćia_ 11 (lit.); ka_ 11	ka 11	kai 11	ka 11	kai 11	kiai 11	kāi 11	ke 11 (lit.); kue 11	koi 11	kɛ 11	ka 1	kiai 1	2790
�蟹開一平咍從	1516	Chinese etymology	5932 1076	chai 12	chɛ 12	chɛ 12	chai 1	chai 12	chai 12	chɛ 12	ze_ 12	ze_ 12	chai 12	ʒ́ie 11	chai 12	chai 12	čhɔi 12	cai 12; chai 12	chai 12	chai 12	ze_ 32	chai 12	2791
�山開三入薛來	1517	Chinese etymology	5933 0336	lie 3	lie 11; lie 3	lie 11	liǝʔ 41	nie 12	nie 12	liǝʔ 4	liôʔ 42	li 42	nie 4	niɛ 12	liɛt 41	liɛt 42	lit 42	liat 42 (lit.); leʔ 42; liʔ 42	liʔ 42	lieʔ 42	lîʔ 42	lie 43	2792
�止開三去至襌	1518	Chinese etymology	6018 0512	ṣî_ 3	ṣî_ 3	si_ 3	si_ 3	si_ 3	si_ 3	si_ 3	zü 12	zi_ 32	ṣî_ 31	ʒi_ 32	si_ 32	si_ 3	ši 32	si 32	si 32	sei 32	zi_ 32	ši_ 3	2795
�遇合三去遇知	1519	Chinese etymology	6087 0862	c̣u 3	c̣u 3	pfu 3	cu 3	ćy 3	cu 3	cu 3	cü 31	ci_ 31	ćy 31	ty 31	ćy 31	cu 3	čy 31	cu 31	cu 31	cy 31	cü 3	čiu 3	2796
�梗開三平庚並	1520	Chinese etymology	6097 2519	phiŋ 12	phiŋ 12	phiŋ 12	phiŋ 1	phin 12	phin 12	phĩ 12	bin 12	beŋ 12	pin 12	bin 12	phin XH	phin 12	phîŋ 12	phîŋ 12	pheŋ 12	piŋ 12	piŋ 32	phiǝŋ 12	2798
�止開三平之邪	1521	Chinese etymology	6101 0419	chi_ 12	chi_ 12	si_ 12	chi_ 1	chi_ 12	chi_ 12	chi_ 12	zi_ 12	zi_ 12	ci_ 12	ʒi_ 12	chi_ 12	chi_ 12	čhi 12	su 12	si_ 12	sy 12	zi_ 32	si_ 12	2799
�曾開三去證章	1522	Chinese etymology	6086 2464	c̣ǝŋ 3	c̣ǝŋ 3	c̣ǝŋ 3	cǝŋ 3	cǝn 3	cǝn 3	cǝn 3	cǝn 31	ceŋ 31	c̣ǝn 31	ćin 31	cǝn 31	cǝn 3	čîŋ 31	cîŋ 31	ceŋ 31	ceiŋ 31	cǝŋ 3	čiǝŋ 3	2800
詐	1523	Chinese etymology	假開二去禡莊	6094 0057	c̣a 3	c̣a 3	ca 3	ca 3	ca 3	ca 3	câ 2	co 31	co 31	ca 31	co 31	ca 31	ca 3	ča 31	ca 31	ca 31	ca 31	co 3	ča 3
訴	1524	Chinese etymology	遇合一去暮心	6083 0842	su 3	su 3	sou 3	su 3	sou 3	su 3	su 3	sǝu 31	so_y 31	sôu 31	sǝu 31	su 31	si_ 3	šou 31	sɔ 31	su 31	sou 31		
診	1525	Chinese etymology	臻開三上軫章	6085 2054	c̣ǝn 2	c̣ẽ 2	c̣ẽ 11	cǝŋ 1	cǝn 11	cǝn 11	cǝn 11	cǝn 2	caŋ 11	c̣ǝn 2	ćin 2	cǝn 2	cǝn 11	čan 21	cin 2	tieŋ 21	ceiŋ 31	cǝŋ 1	čiǝn 2
象	1526	Chinese etymology	宕開三上養邪	6272 2353	śiaŋ 3	śiaŋ 3	śiaŋ 3	śia_̃ 3	śiaŋ 3	śiaŋ 3	śiâŋ 3	ziaŋ 32	ɦi 22	sian 31	ʒ́iaŋ 32	śiɔŋ 32	chiɔŋ 3	čö_ŋ 32	siɔŋ 32	chiẽ 22	suɔŋ 32	ziã 32	siaŋ 3
貂	1527	Chinese etymology	效開四平蕭端	6285 1422	tiau 11	tiɔ 11	tiau 11	tiau 1	tiau 11	tiau 11	tiɔ 11	tiä 11	tiɛ 11	tiau 11	tiǝ 11	tiɛu 11	tiau 11	tiu 11	tiau 11	tiǝu 11	tieu 11	tiɔ 1	tiau 1
貼	1528	Chinese etymology	咸開四入帖透	6317 0329	thie 11	thie 11	thie 11	thiǝʔ 41	thie 12	thie 12	thiǝʔ 4	thiôʔ 41	thi 41	thie 4	thiɛ 12	thiɛt 41	thiap 41	thip 43	thiap 41 (lit.); thaʔ 41	thiǝp 41	thaiʔ 41	thîʔ 4	thie 42
費	1529	Chinese etymology	止合三去未敷	6316 1166	fei 3	fei 3	fei 3	fei 3	fei 3	fei 3	fǝi 3	fi 31	fei 31	fei 31	xui 31	фui 31	fi 3	fai 31	hui 31	hui 32	xie 31	fi 3	fei 3
賀	1530	Chinese etymology	果開一去箇匣	6320 0209	xô 3	xǝ 3	xuo 3	xǝ 3	xo 3	xo 3	xo 3	ɦǝu 32	vu 32	xo 31 (lit.); xo 32	ɣû 32	ho 32	hɔ 3	hɔ 32	ho 32 (lit.); he 32	ho 32	xɔ 32	ɦu 32	xo 3; caŋ 3
貴	1531	Chinese etymology	止合三去未見	6311 1223	kuei 3	kuei 3	kuei 3	kuei 3	kuei 3	kuei 3	kuǝi 3	kue_ 31 (lit.); ćy 31	ćy 31	kuei 31	kui 31	kui 31	kui 3	kuai 31	kui 31	kui 32	kuei 31	kue_ 3	kuei 3
買	1532	Chinese etymology	蟹開二上蟹明	6314 1038	mai 2	mɛ 2	mɛ 2	mai 2	mai 2	mai 2	mɛ 2	ma_ 32	ma 22	mai 2	ma 2	ma 2	mai 11	māi 22	bue 2; maĩ 2	boi 21	mɛ 2	ma 32	mai 2
貶	1533	Chinese etymology	咸開三上琰幫	6312 1772	pian 2	piã 2	piã 2	piɛ 2	pian 2	pian 2	pî̃ 2	pî 2	pi 21	piẽ 2	pî̃ 2	piɛn 2	piɛn 3	pin 21	pian 2	pieŋ 21	pieŋ 2	pî 3	pien 2
貿	1534	Chinese etymology	流開一去候明	6319 1301	mau 3	mɔ 3	mau 3	mau 3	mou 3	moŋ 3	mo 3	möy 12	mз 12	môu 31	mie 32	mɛu 32	mɛu 3	mau 32	bauʔ 41	mou 22	mau 32	mɔ 32	mou 3
貸	1535	Chinese etymology	蟹開一去代透	6313 1046	tai 3	tɛ 3	tɛ 3	tai 3	tai 3	tai 3	tɛ 3	de_ 32	de_ 32	tai 31 (lit.); tai 32	tha 31	thai 32	thɔi 3	thāi 31	tai 32	thai 31	tai 32	te_ 32	
越	1536	Chinese etymology	山合三入月云	6390 0401	ye 3	ye 3	ye 11	yǝʔ 41	ye 12	ye 12	yǝʔ 4	yôʔ 42	ɦy 42	ye 4	uɛ 12	yɔt 41	jat 42	jyt 42	uat 42	uek 42	ouʔ 42	yîʔ 42	ye 43
超	1537	Chinese etymology	效開三平宵徹	6389 1364	c̣hau 11	c̣hɔ 11	c̣hau 11	chau 1	chau 11	chau 11	chɔ 11	chä 11	ćhiɛ 11	c̣hau 11	ćhiǝ 11	chɛu 11	chau 11	čhiu 11	chiau 11	thiǝu 11	chieu 11	chɔ 1	čhiau 1
趁	1538	Chinese etymology	臻開三去震徹	6387 2065	c̣hǝn 3	c̣hẽ 3	c̣hẽ 3	chǝŋ 3	chǝn 3	chǝn 3	chǝn 3	chǝn 31	chaŋ 31	c̣hǝn 31	ćhin 31 (lit.); thin 31	chǝn 32	chǝn 3	čhan 31	thin 31 (lit.); than 31; than 2	cieŋ 21	theiŋ 31	chǝŋ 3	čhiǝn 3
距	1539	Chinese etymology	遇合三上語群	6415 0971	ćy 3	ćy 3	ćy 3	ćy 3	ćy 3	ćy 3	ćy 3	ʒ́y 32	ʒ́y 22	ćy 31	dy 32	ćhy 32	ki 2	kö_y 32	ku 32	kɨ 22	köy 31		
跑	1540	Chinese etymology	效開二平肴並	6410 1287	phau 2	phɔ 2	phau 2	phau 2	phau 12	phau 2	phɔ 12	bä 12	buɔ 12	phau 2	phǝ 2	phau 2	phau 11	phāu 21	phau 2	phau 21	phau 12	pɔ 32	phau 12
跌	1541	Chinese etymology	山開四入屑定	6407 0325	tie 11	tie 11	tie 11	tiǝʔ 41	tie 12	tie 12	tiǝʔ 4	tiôʔ 41	ti 41	tie 4	tiɛ 12	tiɛt 41	tiɛt 41	tit 43	tiɛt 42	tiek 41	tieʔ 42	tîʔ 4	tie 41
軸	1542	Chinese etymology	通合三入屋澄	6519 1523	c̣ou 12	c̣ou 12	pfu 12	cou 1	cou 12	cu 12	cɔʔ 4	ʒ́ioʔ 42	ʒ́iu 42	côu 4	ʒ́iû 12	chuk 41	chuk 42	čuk 42	tîk 42	tek 42	tyʔ 42	ćioʔ 4	čiou 41
辜	1543	Chinese etymology	遇合一平模見	6581 0908	ku 11	ku 11	ku 11	ku 1	ku 11	ku 11	ku 11	kǝu 11	ku 11	ku 11	kǝu 11	ku 11	khu 11	ku 11	kɔ 11	kou 11	ku 11	ku 3	ku 1
進	1544	Chinese etymology	臻開三去震精	6651 2124	ći 3	ćiẽ 3	ćiẽ 3	ćiŋ 3	ćin 3	ćin 3	ćĩ 3	cin 31	caŋ 31	cin 31	ćin 31	ćin 31	cin 3	čö_n 31	cin 31	ciŋ 31	ceiŋ 31	ciŋ 3	ciǝn 3
郵	1545	Chinese etymology	流開三平尤云	6755 1615	iou 12	iou 11	iou 12	iou 1	iou 12	iǝu 12	iôɨ 12	iöy 12	ɦiau 12	iôu 12	iû 12	iu 31	jiu 12	jau 12	iu 12	iu 12	ieu 12	iɨ 32	iou 12
鄉	1546	Chinese etymology	宕開三平陽曉	6743 2344	śiaŋ 11	śiaŋ 11	śiaŋ 11	śia_̃ 1	śiaŋ 11	śiaŋ 11	śiâŋ 11	śiaŋ 11	śi 11	śian 11	śiaŋ 11	śiɔŋ 11	hiɔŋ 11	hö_ŋ 11	hiɔŋ 11	hiẽ 11	xyɔŋ 11	śiã 1	xiaŋ 1
酥	1547	Chinese etymology	遇合一平模心	6798 0839	su 11	su 11	sou 11	su 1	sou 11	su 11	su 11	sǝu 11	so_y 11	sôu 11	sǝu 11	su 11	si_ 11	šou 11	sɔ 11	sou 11	su 11		
量	1548	Chinese etymology	A: 宕開三平陽來; B: 宕開三去漾來	A: 6852 2318; B: 6852 2321	A: liaŋ 12; B: liaŋ 3	A: liaŋ 12; B: liaŋ 3	A: liaŋ 12; B: liaŋ 3	A: lia_̃ 1; B: lia_̃ 3	A: niaŋ 12; B: niaŋ 3	A: niaŋ 12; B: niaŋ 3	A: liâŋ 12; B: liâŋ 3	A: liaŋ 12; B: liaŋ 32	A: li 12; B: li 32	A: nian 12; B: nian 31 (lit.); nian 32	A: niaŋ 12; B: niaŋ 32	A: liɔŋ 31; B: liɔŋ 32	A: liɔŋ 12; B: liɔŋ 3	A: lö_ŋ 12; B: lö_ŋ 32	A: liɔŋ 12; B: liɔŋ 32 (lit.); liaŋ 32	A: niẽ 12; B: liaŋ 22	A: luɔŋ 12; B: luɔŋ 32	A: ; B:	A: ; B:
鈔	1549	Chinese etymology	效開二平肴初	6872 1363	c̣hau 11	c̣hɔ 11	chau 11	chau 1	chau 11	chau 11	chɔ 11	chä 11	chɔ 11	chau 11	ćhiǝ 11	chau 11	chau 11	čhāu 11	chau 31	chau 11	chau 11	chɔ 1	čhau 3
鈞	1550	Chinese etymology	臻合三平諄見	6874 2201	ćyn 11	ćyẽ 11	ćyẽ 11	ćyŋ 1	ćyn 11	ćyn 11	ćyĩ 11	ćyǝn 11	ćyoŋ 11	ćyn 11	tuǝn 11	ćyn 11	kiun 11	kuan 11	kun 11	kɨŋ 11	kiŋ 11		
鈍	1551	Chinese etymology	臻合一去慁定	6868 2156	tuǝn 3	tuẽ 3	tuẽ 3	tuŋ 3	tǝn 3	tǝn 3	tǝn 3	dǝn 32	dö 32	tǝn 32	duǝn 32	thǝn 32	thun 3	tö_n 32	tun 32	tuŋ 22	touŋ 32	tǝŋ 32	vǝn 3
閏	1552	Chinese etymology	臻合三去稕日	7032 2182	ẓuǝn 3	yẽ 3	vẽ 3	zuŋ 3	yn 3	zuǝn 3	lǝn 3	zǝn 32 (lit.); yǝn 32	ɦyoŋ 32	yn 31 (lit.); yn 32	uǝn 32	lǝn 31	jun 3	jö_n 32	ʒun 32 (lit.); lun 32	zuŋ 22	louŋ 32	zǝŋ 32 (lit.); ńiŋ 32	žyǝn 3
開	1553	Chinese etymology	蟹開一平咍溪	7030 1102	khai 11	khɛ 11	khɛ 11	khai 1	khai 11	khai 11	khɛ 11	khe_ 11	khe_ 11	khai 11	khue 11	khai 11	khɔi 11	hɔi 11	khai 11 (lit.); khui 11	khai 11	khai 11	khe_ 1	khai 1
閑	1554	Chinese etymology	山開二平山匣	7033 1879	śian 12	śiã 12	śiã 12	śiɛ 1	śian 12	śian 12	śiẽ 12	î 12	ɦa 12	xan 12	ɣã 12	han 12	han 12	hān 11	han 12 (lit.); an 22; îŋ 12	oĩ 12	xaŋ 12 (lit.); eiŋ 12	ɦe_ 32	xian 12
雁	1555	Chinese etymology	A: 山開二平山見; B: 山開二去襉見	A: 7035 1826; B: 7035 1845	A: ćian 11; B: ćian 3	A: ćiã 11; B: ćiã 3	A: ćiã 11; B: ćiã 3	A: ćiɛ 1; B: ćiɛ 3	A: kan 11; ćian 11 (lit.); B: ćian 3	A: ćian 11; B: ćian 3	A: ćiɛ̃ 11 (lit.); kɛ̃ 11; B: ćiɛ̃ 3	A: ćî 11 (lit.); ke_ 11; B: ćî 2	A: ka 11; B: ka 31	A: kan 11; B: kan 31	A: kã 11; B: ćî̃ 31	A: kan 11; B: kan 31	A: kian 11; B: kian 2	A: kān 11; B: kān 31	A: kan 11 (lit.); kîŋ 11; B: kan 31	A: kaŋ 11; B: choĩ XH	A: kaŋ 11; B: kaŋ 31	A: ćî 1; B: ćî 3	A: kiǝn 1; B: kian 3
�	1556	Chinese etymology	山開二平山匣	7034 1879	śian 12	śiã 12	śiã 12	śiɛ 1	śian 12	śian 12	śiẽ 12	î 12	ɦa 12	xan 12	ɣã 12	han 12	han 12	hān 11	han 12 (lit.); an 22; îŋ 12	oĩ 12	xaŋ 12 (lit.); eiŋ 12		
隊	1557	Chinese etymology	蟹合一去隊定	7130 1182	tuei 3	tuei 3	tuei 3	tuei 3	tei 3	tuei 3	tuǝi 3	de_ 32	dai 32	tei 31	tue 31	tui 31	tui 3	tö_y 32	tui 32	tui 32	tuei 32	te_ 32	tuei 3
�	1558	Chinese etymology	蟹開二平皆見	7132 0339	ćie 11	ćiä 11	ćie 11	ćiɛ 1	kai 11	ćiai 11	ćiɛ 11 (lit.); kɛ 11	ćia_ 11 (lit.); ka_ 11	ka 11	kai 11	ka 11	kai 11	kiai 11	kāi 11	kai 11	kai 11	kai 11	ćia 1	kiai 1
隋	1559	Chinese etymology	止合三平支邪	7131 1196	suei 12	suei 12	suei 12	suei 1	sei 12	suei 12	suǝi 12	se_ 12	si_ 12	sei 12	ʒy 12	sui 31	sui 12	čhö_y 12	sui 12	sui 12	suei 12		
