Character	Number	Chinese etymology	MC description	ZIHUI	Beijing	Jinan	Xi'an	Taiyuan	Hankou	Chengdu	Yangzhou	Suzhou	Wenzhou	Changsha	Shuangfeng	Nanchang	Meixian	Guangzhou	Xiamen	Chaozhou	Fuzhou	Shanghai	Zhongyuan yinyun
�臻合一平魂並	811	Chinese etymology	4133 2031	phǝn 12	phẽ 12	phẽ 12	phǝŋ 1	phǝn 12	phǝn 12	phǝn 12	bǝn 12	bö 12	pǝn 12	bin 12	phǝn 12	phun 12	phun 12	phun 12	phuŋ 12	puɔŋ 12	pǝŋ 32	phǝn 12	1365
�A: 梗開二上梗生; B: 梗開三上靜心	812	Chinese etymology	A: 4164 2488; B: 4164 2593	A: ṣǝŋ 2; B: śiŋ 2	A: ṣǝŋ 2; B: śiŋ 2	A: sǝŋ 2; B: śiŋ 2	A: sǝŋ 2; B: śiŋ 2	A: sǝn 2; B: śin 2	A: sǝn 2; B: sǝn 2	A: sǝn 2; B: śĩ 2	A: sǝn 2  (lit.); saŋ 2; B: sin 2	A: siɛ 21; B: seŋ 21	A: sǝn 2; B: sǝn 2	A: śiɛ̃ 2  (lit.); sõ 2; B: śin 2	A: sɛn 2  (lit.); saŋ 2; B: sɛn 2	A: sɛn 2  (lit.); saŋ 2; B: sɛn 2	A: šaŋ 21; B: šîŋ 21	A: sîŋ 2  (lit.); sĩ 2; B: sîŋ 2  (lit.); sĩ 2	A: sẽ 21; B: seŋ 21	A: seiŋ 2; B: siŋ 2	A: sã 3; B: śiŋ 3	A: šǝŋ 2; B: siǝŋ 2	1367
�A: 宕開三平陽心; B: 宕開三去漾心	813	Chinese etymology	A: 4161 2342; B: 4161 2351	A: śiaŋ 11; B: śiaŋ 3	A: śiaŋ 11; B: śiaŋ 3	A: śiaŋ 11; B: śiaŋ 3	A: śia_̃ 1; B: śia_̃ 3	A: śiaŋ 11; B: śiaŋ 3	A: śiaŋ 11; B: śiaŋ 3	A: śiâŋ 11; B: śiâŋ 3	A: siaŋ 11; B: siaŋ 31	A: śi 11; B: śi 31	A: sian 11; B: sian 31	A: ; B: śiaŋ 31	A: ; B: śiɔŋ 31	A: siɔŋ 11; B: siɔŋ 3	A: šö_ŋ 11; B: šö_ŋ 31	A: siɔŋ 11 (lit.); siũ 11; B: siɔŋ 31	A: siaŋ 11; B: siẽ 31	A: suɔŋ 11; B: suɔŋ 31	A: siã 1; B: siã 1	A: siaŋ 1; B: siaŋ 3	1369
�止開三平脂明	814	Chinese etymology	4168 1153	mei 12	mei 12	mi 12	mei 1	mei 12	mi 12	mǝi 12	me_ 12	mai 12	mei 12	mi 12	mǝi 31	mi 12	mei 12	mi 12 (lit.); mai 12	bai 12	mi 12	me_ 32	mei 12	1370
�山開一去翰溪	815	Chinese etymology	4170 1752	khan 3	khã 3	khã 3	khä̃ 3	khan 3	khan 3	khɛ̃ 3	khö 31	khö 31	khan 31	khiɛ̃ 31	khɔn 2	khɔn 3	hɔn 31	khan 31	thoĩ 21	khaŋ 31	khö 3	khan 3	1371
�臻合一上混定	816	Chinese etymology	4163 2155	tuǝn 3	tuẽ 3	tuẽ 3	tuŋ 3	tǝn 3	tǝn 3	tǝn 3	dǝn 12	dö 32; daŋ 12 (lit.)	tǝn 31	suǝn 2	thǝn 32	tun 2	thö_n 22	tun 2	tuŋ 21	touŋ 2	tǝŋ 32	vǝn 3	1372
�山開二去襉滂	817	Chinese etymology	4162 1639	phan 3	phã 3	phã 3	phä̃ 3	phan 3	phan 3	phɛ̃ 3	phe_ 31	pha 31	phan 31	phã 31	phɔn 2	phan 3	phān 31	phan 31	phaŋ 31	phuaŋ 31	phe_ 1	phan 3	1373
�山開四平先疑	818	Chinese etymology	4282 1905	ian 12	iã 12	iã 12	iɛ XH	nian 11	ńian 11	î̃ 12	ńî 12	ńi 11	ńiẽ 11	ńî̃ 11	ńiɛn 11; ńiɛn 2	ŋan 11	jin 12	gian 2	ŋieŋ 32	ŋieŋ 2	ńî 1	ien 12	1377
�咸開一上感溪	819	Chinese etymology	4266 1751	khan 2	khã 2	khã 2	khä̃ 2	khan 2	khan 2	khɛ̃ 2	khe_ 11	khö 21	khan 2	khuɛ̃ 2	khan 2	kham 2	hām 21	kham 2	kham 21	khaŋ 2	khe_ 3	kham 2	1379
�果合一平戈溪	820	Chinese etymology	4430 0189	khô 11	khǝ 11	khuo 11	khuɛ 1; khǝ 1	kho 11	kho 11	kho 11	khǝu 11	khu 11	kho 11	khû 11	khuo 11	khɔ 11	fɔ 11	kho 11 (lit.); khe 11	khue 11	khuɔ 11	khu 1	khuo 1	1386
�效開三上小明	821	Chinese etymology	4432 1417	miau 2	miɔ 2	miau 2	miau 2	miau 2	miau 2	miɔ 2	miä 2	miɛ 21	miau 2	miǝ 2	miɛu 2	miau 2	miu 22	biau 2	miǝu 21	mieu 2	miɔ 32	miau 12	1387
�流開三平尤清	822	Chinese etymology	4428 1599	ćhiou 11	ćhiou 11	ćhiou 11	ćhiou 1	ćhiou 11	ćhiǝu 11	ćiôɨ 11	chöy 11	ćhiu 11	ćhiôu 11	ćhiû 11	ćhiu 11	chiu 11	čhau 11	chiu 11	chiu 11	chieu 11	ćhiɨ 1	chiou 1	1388
�山合三平仙昌	823	Chinese etymology	4502 1943	c̣huan 11	c̣huã 11	pfhã 11	chuä̃ 1	chuan 11	chuan 11	chuõ 11	chö 11	ćhy 11	ćhyẽ 11	thuĩ 11	chɔn 11	chɔn 11	čhyn 11	chuan 11 (lit.); chuã 11	chueŋ 11	chuɔŋ 11	chö 1	čhyen 1	1389
�臻合一入沒定	824	Chinese etymology	4499 0806	thu 11	thu 11	tou 2	tuǝʔ 42	thou 12	thu 12	thɔʔ 4	dôʔ 42	dö 42	thôu 4	thǝu 12	thǝt 41	tut 42	tat 42	tut 42	tuk 42	touʔ 42	tôʔ 42	tu 41	1390
�山開一平寒見	825	Chinese etymology	4557 1739	kan 11	kã 11	kã 11	kä̃ 1	kan 11	kan 11	kɛ̃ 11	kö 11	ky 11	kan 11	kuɛ̃ 11	kɔn 11	kɔn 11	kɔn 11	kan 11 (lit.); kuã 11	kaŋ 11	kaŋ 11			1391
�通合一平東匣	826	Chinese etymology	4767 2705	xuŋ 12	xuŋ 12	xoŋ 12	xuŋ 1	xuŋ 12	xoŋ 12	xɔuŋ 12	ɦoŋ 12	ɦoŋ 12	xoŋ 12	ɣaŋ 12; ɣǝn 12	фuŋ 31	fuŋ 12	huŋ 12	hɔŋ 12 (lit.); aŋ 12	aŋ 12	xuŋ 12 (lit.); öyŋ 12	ɦoŋ 32	xuŋ 12	1395
�止開三上止見	827	Chinese etymology	4764 0656	ći 3	ći 3	ći 3	ći 3	ći 3	ći 3; ći 11	ći 3	ći 31	ci_ 31	ći 2	ći 2	ći 31	ki 3	kei 31	ki 2	ki 21	ki 2	ći 3	ki 2	1396
�宕開三入藥影	828	Chinese etymology	4766 0396	ye 11	ye 11	yo 11	yǝʔ 41	io 12	io 12	iâʔ 4	ia_ʔ 41	iaʔ 41	io 4	iû 12	iɔk 41	jɔk 41	jö_k 43	iɔk 41 (lit.); ioʔ 41	ieʔ 41	ɔʔ 41	iaʔ 4	io 43	1399
�宕開一平唐見	829	Chinese etymology	4971 2303	kaŋ 11	kaŋ 11	kaŋ 11	ka_̃ 1	kaŋ 11	kaŋ 11	kâŋ 11	ka_ŋ 11	kuɔ 11	kan 11	kaŋ 11	kɔŋ 11	kɔŋ 11	kɔŋ 11	kɔŋ 11 (lit.); kaŋ 11	kɨŋ 11	kouŋ 11	ka_̃ 1	kaŋ 1	1401
�止開三上旨明	830	Chinese etymology	5019 1156	mei 2	mei 2	mei 2	mei 2	mei 2	mei 2	mǝi 2	me_ 2	mei 22	mei 2	mi 2	mǝi 2	mi 11	mei 22	bi 2	mui 21	mi 2	me_ 3	mei 2	1402
耐	831	Chinese etymology	蟹開一去代泥	5082 1062	nai 3	nɛ 3	nɛ 3	nai 3	nai 3	nai 3	nɛ 3	ne_ 32	ne_ 32	nai 31 (lit.); nai 32	na 31	lai 32	nai 3	nɔi 32	naĩ 32	nai 22	nai 32	ne_ 32	nai 3
耍	832	Chinese etymology	假合二上馬生	5080 0118	ṣua 2	ṣua 2	fa 2	sua 2	sua 2	sua 2	suâ 2	sa_ 2		śya 2	so 2	sa 2	sa 2	sa 21	sua 2	sua 21	sua 2	sa 3	ša 2
胖	833	Chinese etymology	江開二去絳滂	5160 2229	phaŋ 3	phaŋ 3	phaŋ 3	pha_̃ 3	phaŋ 3	phaŋ 3	phâŋ 3	pha_ŋ 31	phuɔ 31	phan 31	phaŋ 31	phɔŋ 2	phaŋ 3	phun 31	phɔŋ 31	phaŋ 31	phuaŋ 31	pha_̃ 3	
胃	834	Chinese etymology	止合三去未云	5152 1265	uei 3	uei 3	uei 3	vei 3	uei 3	uei 3	uǝi 3	ɦue_ 32	vu 32	uei 31 (lit.); uei 32	ui 31	ui 31	vi 3	uai 32	ui 32	ui 22	uei 32	ue_ 32	uei 3
背	835	Chinese etymology	蟹開一去隊幫	5154 1139	pei 3	pei 3	pei 3	pei 3	pei 3	pei 3	pǝi 3	pe_ 31	pai 31	pei 31	pie 31	pǝi 31 (lit.); pi 31	pɔi 3	pui 31	pue 31 (lit.); pe 31	pue 31	puei 31	pe_ 3	pei 3
胡	836	Chinese etymology	遇合一平模匣	5170 0923	xu 12	xu 12	xu 12	xu 1	xu 12	fu 12	xu 12	ɦǝu 12	vu 12	fu 12	ɣǝu 12	фu 31	fu 12	uu 12	hɔ 12 (lit.); ɔ 12	ou 12	xu 12	ɦu 32	xu 12
胎	837	Chinese etymology	蟹開一平咍透	5158 1053	thai 11	thɛ 11	thɛ 11	thai 1	thai 11	thai 11	thɛ 11	the_ 11	the_ 11	thai 11	thue 11	thai 11	thɔi 11	thɔi 11	thai 11 (lit.); the 11	thai 11	thai 11	the_ 1	thai 1
致	838	Chinese etymology	止開三去至知	5268 0464	c̣î_ 3	c̣î_ 3	c̣î_ 3	ci_ 3	ci_ 3	ci_ 3	ci_ 3	cü 31	ci_ 31	c̣î_ 31	c̣î_ 31	ci_ 31	ci_ 3	či 31	ti 31	ti 31	tei 31	ci_ 1	či 3
范	839	Chinese etymology	咸合三上范奉	5400 1654	fan 3	fã 3	fã 3	fä̃ 3	fan 3	fan 3	fɛ̃ 3	ve_ 32	va 22	fan 31 (lit.); fan 32	ɣuã 2	фuan 32	fam 3	fān 31	huan 32	huam 22	xuaŋ 31		
茅	840	Chinese etymology	效開二平肴明	5403 1292	mau 12	mɔ 12	mau 12	mau 1	mau 12	mau 12	mɔ 12	mä 12	muɔ 12	mau 12	mǝ 12	mau 31	mau 12	māu 12	mau 12 (lit.); hm 12; maũ 12	mau 12	mau 12	mɔ 32	mau 12
苦	841	Chinese etymology	遇合一上姥溪	5388 0918	khu 2	khu 2	khu 2	khu 2	khu 2	khu 2	khu 2	khǝu 2	khu 21	khu 2	khǝu 2	khu 2	khu 2	fu 21	khɔ 2	khou 21	khu 2	khu 3	khu 2
茄	842	Chinese etymology	果開三平戈群	5401 0356	ćhie 12	ćhie 12	ćhie 12	ćhiɛ 1	ćhie 12	ćhye 12	ćî 12	ga_ 12	ga 12	ćie 12	do 12	ćhia 12		khɛ 12	khe 11 (lit.); kio 12; khe 12	kie 12	kia 11	ka 32	
若	843	Chinese etymology	宕開三入藥日	5387 0295	ẓuo 3	luǝ 3	vo 11	zǝʔ 41; zaʔ 41	io 12	zo 12	lâʔ 4	za_ʔ 42	ɦia 42	io 4	iû 12	lɔk 41	jɔk 42	jö_k 42	ʒiɔk 42 (lit.); ʒua 32; nã 32	ziak 42	yɔʔ 42	zaʔ 42	
茂	844	Chinese etymology	流開一去候明	5399 1299	mau 3	mɔ 3	mau 3	mau 3	mou 3	moŋ 3	mo 3	möy 32	mз 32	môu 31	mie 32	mɛu 32	mɛu 3	mau 32	bɔ 32	mou 22	mau 32	mô 32	mau 3
苗	845	Chinese etymology	效開三平宵明	5379 1415	miau 12	miɔ 12	miau 12	miau 1	miau 12	miau 12	miɔ 12	miä 12	miɛ 12	miau 12	miǝ 12	miɛu 31	miau 12	miu 12	biau 12	miǝu 12	mieu 12	miɔ 32	miau 12
英	846	Chinese etymology	梗開三平庚影	5391 2603	iŋ 11	iŋ 11	iŋ 11	iŋ 1	in 11	i 11	ĩ 11	in 11	iaŋ 11	in 11	in 11	in 11	jin 11	jîŋ 11	îŋ 11 (lit.); ĩ 11	eŋ 11	iŋ 11	iiŋ 1	iǝŋ 1
苟	847	Chinese etymology	流開一上厚見	5384 1556	kou 2	kou 2	kou 2	kou 2	kou 2	kǝu 2	kôɨ 2	köy 2	kǝu 21	kôu 2	kie 2	kiɛu 2	kɛu 2	kau 21	kɔ 2	kou 21	keu 22	kôɨ 3	kou 2
虐	848	Chinese etymology	宕開三入藥疑	5707 0381	nye 3	ye 3	ńyo 11	nyǝʔ 41	nio 12	ńio 12	niâʔ 4	ńia_ʔ 42	ńia 42	ńio 4	ńiû 12	ńiɔk 41	ńiɔk 41	jö_k 42	giɔk 42	ŋiak 42	ŋyɔʔ 42	ńiaʔ 42	niau 43
虹	849	Chinese etymology	通合一平東匣	5725 2708	xuŋ 12	xuŋ 12	xoŋ 12	xuŋ 1	xoŋ 12	xoŋ 12	xɔuŋ 12	ɦoŋ 12	ɦoŋ 12	xoŋ 12	ɣaŋ 12; ɣǝn 12	фuŋ 31	fuŋ 12	huŋ 12	hɔŋ 12	kheŋ 22	xuŋ 12	ɦoŋ 32	xuŋ 12
衫	850	Chinese etymology	咸開二平銜生	5904 1726	ṣan 11	ṣã 11	sã 11	sä̃ 1	san 11	san 11	sɛ̃ 11	se_ 11	sa 11	san 11	sã 11	san 11	sam 11	šām 11	sam 11 (lit.); sã 11	sã 11	saŋ 11	se_ 1	šam 1
要	851	Chinese etymology	A: 效開三平宵影; B: 效開三去宵影	A: 6008 1483; B: 6008 1492	A: iau 11; B: iau 3	A: iɔ 11; B: iɔ 3	A: iau 11; B: iau 3	A: iau 1; B: iau 3	A: iau 11; B: iau 3	A: iau 11; B: iau 3	A: iɔ 11; B: iɔ 3	A: iä 11; B: iä 31	A: iɛ 11; B: iɛ 31	A: iau 11; B: iau 31	A: iǝ 11; B: iǝ 31	A: iɛu 11; B: iɛu 31	A: jau 11; B: jau 3	A: jiu 11; B: jiu 31	A: iau 11; B: iau 31	A: iǝu 11; B: iau 31	A: ieu 11; B: ieu 31	A: ; B: iɔ 3	A: ; B: iau 3
計	852	Chinese etymology	蟹開四去霽見	6060 0651	ći 3	ći 3	ći 3	ći 3	ći 3	ći 3	ći 3	ći 31	ci_ 31	ći 31	ći 31	ći 31	ki 3	kai 31	ke 31	koi 31	kiɛ 31	ći 3	ki 3
訂	853	Chinese etymology	梗開四去徑端	6057 2536	tiŋ 3	tiŋ 3	tiŋ 3	tiŋ 3	tin 3	tin 3	tĩ 3	tin 31	teŋ 31	tin 31	tin 31	tin 31 (lit.); tiaŋ 31	taŋ 3	tîŋ 31	tîŋ 31	teŋ 31	teiŋ 31	tiŋ 3	tiǝŋ 3
貞	854	Chinese etymology	梗開三平清知	6297 2051	c̣ǝn 11	c̣ẽ 11	c̣ẽ 11	cǝŋ 1	cǝn 11	cǝn 11	cǝn 11	cǝn 11	caŋ 11	c̣ǝn 11	ćin 11	cǝn 11	cǝn 11	čîŋ 11	cîŋ 11	ceŋ 11	tiŋ 11	cǝŋ 1	
負	855	Chinese etymology	流開三上有奉	6298 0788	fu 3	fu 3	fu 3	fu 3	fu 3	fu 3	fu 3	vu 32	vo_y 22	fu 32	ɣǝu 32	фu 32	fu 3	fu 32	hu 32	hu 22	xu 32	vu 32	fu 3
軍	856	Chinese etymology	臻合三平文見	6511 2202	ćyn 11	ćyẽ 11	ćyẽ 11	ćyŋ 1	ćyn 11	ćyn 11	ćyĩ 11	ćyǝn 11	ćyoŋ 11	ćyn 11	tuǝn 11	ćyn 11	kiun 11	kuan 11	kun 11	kuŋ 11	kuŋ 11		
軌	857	Chinese etymology	止合三上旨見	6510 1217	kuei 2	kuei 11	kuei 2	kuei 1	kuei 2	kuei 2	kuǝi 2	kue_ 11	ćy 11	kuei 2	kui 2	kui 2	kui 2	kuai 21	khui 2	khui 21	kuei 2	kue_ 3	kuei 2
述	858	Chinese etymology	臻合三入術船	6615 0901	ṣu 3	ṣu 3	fu 12	suǝʔ 41	śy 12	su 3	soʔ 4	zôʔ 42	ɦy 42	śy 4	śy 31	sǝt 41	sut 42	šö_t 42	sut 42	suk 42	suʔ 42		
�	859	Chinese etymology	梗開二入陌幫	6612 0233	pho 3	phei 2	pei 2	phiɛʔ 41	phô 12	phe 12	phɔʔ 4	pôʔ 41	pa 41	phô 4	piɛ 12	phɛt 41	pɛt 41	pîk 41	pîk 41	pek 41	phaiʔ 41 (lit.); po_yʔ 41	phôʔ 4	pai 42
�	860	Chinese etymology	效開二平肴見	6738 1438	ćiau 11	ćiɔ 11	ćiau 11	ćiau 1	ćiau 11 (lit.); kau 11	ćiau 11	ćiɔ 11	ćiä 12 (lit.); kä 11	kuɔ 11	ćiau 11	ćiǝ 11	kau 11	kau 11	kāu 11	kau 11	kau 11	kau 11		
郎	861	Chinese etymology	宕開一平唐來	6745 2255	laŋ 12	laŋ 12	laŋ 12	la_̃ 1	naŋ 12	naŋ 12	lâŋ 11	la_ŋ 12	lɔ 12	nan 12	naŋ 12	lɔŋ 31	lɔŋ 12	lɔŋ 12	lɔŋ 12 (lit.); nŋ 12	laŋ 12	louŋ 12		
陋	862	Chinese etymology	A: 通合三上腫澄; B: 通合三平鍾澄	A: 6850 2667; B: 6850 2675	A: c̣uŋ 3; B: c̣huŋ 12	A: c̣uŋ 3; B: c̣huŋ 12	A: pfoŋ 3; B: pfhoŋ 12	A: cuŋ 3; B: chuŋ 1	A: coŋ 3; B: choŋ 12	A: coŋ 3; B: choŋ 12	A: cɔuŋ 3; B: chɔuŋ 12	A: zoŋ 32; B: zoŋ 12	A: ʒ́yɔ 22; B: ʒ́yɔ 12	A: c̣oŋ 31 (lit.); c̣oŋ 32; B: c̣hoŋ 12	A: ʒ́in 32; B: ʒ́in 12	A: chuŋ 32; B: chuŋ 12	A: chuŋ 11; B: chuŋ 12	A: čuŋ 32; B: čhuŋ 12	A: tiɔŋ 32; B: tiɔŋ 12	A: taŋ 22; B: teŋ 12	A: cöyŋ 32; B: tyŋ 12	A: zoŋ 32; B: zoŋ 32	A: čiuŋ 3; B: čhiuŋ 12
酊	863	Chinese etymology	山合二平刪生	7025 1951	ṣuan 11	ṣuã 11	fã 3	suä̃ 1	suan 11	suan 3	suɛ̃ 11	sö 11	sö 11	śyan 11	suã 11	sɔn 11	chɔn 11	šān 11	chuã 31	chuã 31	souŋ 11	sö 1	
限	864	Chinese etymology	山開二上產匣	7098 1886	śian 3	śiã 3	śiã 3	śiɛ 3	śian 3	śian 3	xɛ̃ 3; śiɛ̃ 3  (lit.)	î 12; ɦe_ 32	ɦa 32	xan 31 (lit.); xan 32	ɣã 32	han 32	han 3	hām 32	han 32 (lit.); an 32	haŋ 22	aiŋ 32	ɦe_ 32	xian 3
唔	865	Chinese etymology	A: 江開二平江匣; B: 江開二去絳見	A: 7100 2347; B: 7100 2335	A: śiaŋ 12; B: ćiaŋ 3	A: śiaŋ 12; B: ćiaŋ 3	A: śiaŋ 12; B: ćiaŋ 3	A: śia_̃ 1; B: ćia_̃ 3	A: śiaŋ 12; B: ćiaŋ 3	A: śiaŋ 12; B: ćiaŋ 3	A: śiâŋ 12; B: ćiâŋ 3	A: ɦa_ŋ 12; B: ćia_ŋ 31 (lit.); ka_ŋ 31	A: ɦi 12; B: kuɔ 31	A: śian 12; B: ćian 31	A: ɣiaŋ 12; B: ćiaŋ 31	A: hɔŋ 12; B: kɔŋ 31	A: hɔŋ 12; B: kɔŋ 3	A: hɔŋ 12; B: kɔŋ 31	A: haŋ 12; B: kɔŋ 31 (lit.); kaŋ 31	A: haŋ 12; B: kaŋ 31	A: xouŋ 12; B: kauŋ 31	A: iã 32; ɦa_̃ 32; B: ćiã 3; ɦa_̃ 32	A: xiaŋ 12; B: kiaŋ 3
唁	866	Chinese etymology	山開三去線明	7240 1788	mian 3	miã 3	miã 3	miɛ 3	mian 3	mian 3	mî̃ 3	mî 32	mi 32	miẽ 31 (lit.); miẽ 32	mî̃ 32	miɛn 32	miɛn 3	min 32	bian 32	miŋ 32	mieŋ 32	mî 32	mien 3
哮	867	Chinese etymology	梗開二入麥見	7245 0186	kô 12	kǝ 11	kei 11	kaʔ 41; kǝʔ 41	kô 12	ke 12	kǝʔ 4	kôʔ 41	ka 41	kô 4	kiɛ 12	kɛt 41	kɛt 41	kāk 43	kîk 41	kek 41	kaʔ 41	kôʔ 4	kai 42
剜	868	Chinese etymology	深開三平侵影	7299 2139	in 11	iẽ 11	iẽ 11	iŋ 1	in 11	in 11	ĩ 11	in 11	iaŋ 11	in 11	in 11	in 11	jim 11	jam 11	im 11	im 11	iŋ 11	iiŋ 1	iǝm 1
哭	869	Chinese etymology	通合三平東非	7364 2422	fǝŋ 11	fǝŋ 11	fǝŋ 11	fǝŋ 1	foŋ 11	foŋ 11	fɔuŋ 11	foŋ 11	xoŋ 11	xoŋ 11	xaŋ 11; xǝn 11	фuŋ 11	fuŋ 11	fuŋ 11	hɔŋ 11	huaŋ 11	xuŋ 11	foŋ 1	fuŋ 1
飛	870	Chinese etymology	止合三平微非	7378 1159	fei 11	fei 11	fei 11	fei 1	fei 11	fei 11	fei 11	fi 11	fei 11	fei 11	xui 11	фui 11	fi 11	fei 11	hui 11 (lit.); pe 11	pue 11	xi 11 (lit.); pei 11	fi 1	fei 1
食	871	Chinese etymology	曾開三入職船	7380 0496	ṣî_ 12	ṣî_ 12	ṣî_ 12	sǝʔ 42	si_ 12	si_ 12	sǝʔ 4	zôʔ 42	zei 42	ṣî_ 4	ṣî_ 31	sǝt 41	sǝt 42	šîk 42	sîk 42 (lit.); sit 42 (lit.); ciaʔ 41	ciaʔ 42	siʔ 42; sieʔ 42	zaʔ 42	ši 41
郁	872	Chinese etymology	流開三上有書	7445 1543	ṣou 2	ṣou 2	ṣou 2	sou 2	sou 2	sǝu 2	sôɨ 2	söy 2	śiu 21	ṣôu 2	śiû 2	sǝu 2	su 2	šau 21	siu 2	siu 21	sieu 2	sôɨ 3	šiou 2
陌	873	Chinese etymology	宕開三平陽曉	7449 2343	śiaŋ 11	śiaŋ 11	śiaŋ 11	śia_̃ 1	śiaŋ 11	śiaŋ 11	śiâŋ 11	śiaŋ 11	śi 11	śian 11	śiaŋ 11	śiɔŋ 11	hiɔŋ 11	hö_ŋ 11	hiɔŋ 11 (lit.); hiaŋ 11; hiũ 11	hiaŋ 11	xyɔŋ 11	śiã 1	xiaŋ 1
閂	874	Chinese etymology	曾開三平蒸船	0042 2471	c̣hǝŋ 12	c̣hǝŋ 12	c̣hǝŋ 12	chǝŋ 1	chǝn 12	sǝn 12	chǝn 12	zǝn 12	zeŋ 12	ṣǝn 12	ɣin 12	chǝn 12	sǝn 3	šîŋ 12	sîŋ 12; sîŋ 32	seŋ 12	siŋ 12	zǝŋ 32	čhiǝŋ 12
郃	875	Chinese etymology	蟹合一上海並	0223 1141	pei 3	pei 3	phei 3	pei 3	pei 3	pei 3	pǝi 3	be_ 32	bai 22	pei 32	bie 32	phǝi 32	phi 3	phui 22	pue 2	pue 22	puei 32	pe_ 32	pei 3
�宕合三上養非	876	Chinese etymology	0236 2237	faŋ 2	faŋ 2	faŋ 2	fa_̃ 2	faŋ 2	faŋ 2	fâŋ 2	fa_ŋ 2	xuɔ 21	fan 2	xaŋ 2	фuɔŋ 2	fɔŋ 2	fɔŋ 21	hɔŋ 2	huaŋ 21	xuɔŋ 2	fa_̃ 3	faŋ 2	1499
�遇合三上噳非	877	Chinese etymology	0214 0775	fu 2	fu 2	fu 2	fu 2	fu 2	fu 2	fu 2	fu 2	fu 21	fu 2	xǝu 2	фu 2	fu 2	fu 21	hu 2  (lit.)	hu 21	xu 2			1500
�山合三去線群	878	Chinese etymology	0239 1994	ćyan 3	ćyã 3	ćyã 3	ćyɛ 3	cuan 3	ćyan 3	ćyî̃ 3	ʒ́iö 32	ʒ́y 32	ćyẽ 31	tuĩ 32	ćyɔn 32	khian 2	kyn 31	kuan 32	kueŋ 22	kuɔŋ 32	ćyö 32	ken 3	1501
�通合三去用奉	879	Chinese etymology	0218 2434	fǝŋ 3	fǝŋ 3	fǝŋ 3	fǝŋ 3	foŋ 3	foŋ 3	fɔuŋ 3	voŋ 32	ɦoŋ 32	xoŋ 31 (lit.); xoŋ 32	xaŋ 31; xǝn 31	фuŋ 32	fuŋ 3	fuŋ 22	hɔŋ 32; hɔŋ 2	hoŋ 31	xouŋ 31	voŋ 32		1503
�曾開三入職澄	880	Chinese etymology	0237 0453	c̣î_ 12	c̣î_ 12	c̣î_ 12	cǝʔ 42	ci_ 12	ci_ 12	cǝʔ 4	zôʔ 42	ʒei 42	c̣î_ 4	c̣hî_ 31	chǝt 41	chǝt 42	čîk 42	tit 42 (lit.); tat 42	tik 42	siʔ 42	zaʔ 42	či 41	1506
�假開三去禡精	881	Chinese etymology	0234 0351	ćie 3	ćie 3	ćie 3	ćiɛ 3	ćie 3	ćie 3	cî 3	cia_ 31	cei 31	cie 31	ćio 31	ćia 31	cia 3	čɛ 31	cia 31 (lit.); cioʔ 41	cieʔ 41	cuɔʔ 41	cia 3	cie 3	1507
�止開三上紙影	882	Chinese etymology	0231 0714	i 2	i 2	i 2	i 3	i 11	i 11	i 2	i 11	i 21	i 2	i 2	i 2	ji 2	ji 21	ua 2; i 11 (lit.)	i 21	i 2  (lit.); ie 2	i 1	i 2	1508
�A: 效開一上皓端; B: 效開一去號端	883	Chinese etymology	A: 0227 1305; B: 0227 1307	A: tau 2; B: tau 3	A: tɔ 2; B: tɔ 3	A: tau 2; B: tau 3	A: tau 2; B: tau 3	A: tau 2; B: tau 3	A: tau 2; B: tau 3	A: tɔ 2; B: tɔ 3	A: tä 2; B: tä 31	A: tз 21; B: tз 31	A: tau 2; B: tau 31	A: tǝ 2; B: tǝ 31	A: tau 2; B: tau 31	A: tau 2; B: tau 2	A: ; B: tou 31	A: to 2; B: to 31	A: to 21; B: to 31	A: tɔ 2; B: tɔ 31	A: tɔ 3; B: tɔ 3	A: tau 2; B: tau 3	1509
�宕開三去漾昌	884	Chinese etymology	0235 2289	c̣haŋ 3	c̣haŋ 3	c̣haŋ 3	cha_̃ 3	chaŋ 3	chaŋ 11	câŋ 3	chaŋ 31	ćhi 31	c̣han 31	thaŋ 31	chɔŋ 2	chɔŋ 2	čhö_ŋ 31	chiɔŋ 31	chiaŋ 31	chuɔŋ 31	cha_̃ 3	čhiaŋ 3	1516
�流開一去候匣	885	Chinese etymology	0230 1568	xou 3	xou 3	xou 3	xou 3	xou 3	xǝu 3	xôɨ 3	ɦöy 32	ɦau 32	xôu 32	ɣie 32	hɛu 32	hɛu 3	hau 32	hau 32	hau 32	xau 32	ɦô 32	xou 3	1518
�流開三平尤心	886	Chinese etymology	0208 1605	śiou 11	śiou 11	śiou 11	śiou 1	śiou 11	śiǝu XH	śiôɨ 11	söy 11	śiu 11	siôu 11	siû 11	śiu 11	siu 11	šau 11	siu 11	siu 11	sieu 11	siɨ 1	xiou 1	1521
�臻合三平諄來	887	Chinese etymology	0243 2163	luǝn 12	luẽ 12	lyẽ 12	luŋ 1	nǝn 12	nǝn 12	lǝn 12	lǝn 12	laŋ 12	nǝn 12	nuǝn 12	lǝn 31	lun 12	lö_n 12	lun 12	luŋ 12	luŋ 12			1525
